Ref,Val,Package,PosX,PosY,Rot,Side
"C27","10µ","C_0805_2012Metric",188.000000,-73.000000,90.000000,top
"C28","10µ","C_0805_2012Metric",204.000000,-84.500000,90.000000,top
"C29","10µ","C_0805_2012Metric",188.000000,-84.500000,90.000000,top
"C30","10µ","C_0805_2012Metric",201.500000,-73.000000,90.000000,top
"C33","47µ","C_1210_3225Metric",135.000000,-86.500000,0.000000,top
"C34","47µ","C_1210_3225Metric",106.100000,-86.500000,180.000000,top
"C83","47µ","C_1210_3225Metric",106.100000,-90.000000,180.000000,top
"C84","47µ","C_1210_3225Metric",135.000000,-90.000000,0.000000,top
"C85","4.7µ","C_0603_1608Metric",138.250000,-49.250000,0.000000,top
"C86","47µ","C_1210_3225Metric",138.100000,-52.000000,0.000000,top
"C88","100n","C_0402_1005Metric",66.300000,-45.185000,90.000000,top
"C93","4.7µ","C_0603_1608Metric",57.600000,-45.200000,180.000000,top
"C94","470n","C_0402_1005Metric",73.900000,-55.385000,270.000000,top
"C95","470n","C_0402_1005Metric",62.200000,-45.300000,90.000000,top
"C99","100n","C_0402_1005Metric",228.000000,-82.000000,270.000000,top
"C100","100n","C_0402_1005Metric",227.000000,-82.000000,270.000000,top
"C101","100n","C_0402_1005Metric",222.000000,-82.000000,270.000000,top
"C102","100n","C_0402_1005Metric",221.000000,-82.000000,270.000000,top
"C108","470n","C_0402_1005Metric",160.900000,-101.050000,0.000000,top
"C110","470n","C_0402_1005Metric",160.930000,-97.670000,0.000000,top
"C112","470n","C_0402_1005Metric",156.200000,-96.050000,90.000000,top
"C113","470n","C_0402_1005Metric",160.900000,-98.750000,0.000000,top
"C114","470n","C_0402_1005Metric",155.200000,-96.050000,90.000000,top
"C116","470n","C_0402_1005Metric",152.000000,-101.550000,270.000000,top
"C118","100n","C_0402_1005Metric",153.200000,-101.550000,270.000000,top
"C119","10µ","C_0805_2012Metric",67.400000,-80.437500,90.000000,top
"C120","10µ","C_0805_2012Metric",58.937500,-78.500000,0.000000,top
"C121","100p","C_0402_1005Metric",55.400000,-84.200000,180.000000,top
"C126","10n","C_0402_1005Metric",67.900000,-83.685000,90.000000,top
"C132","100n","C_0402_1005Metric",75.000000,-107.215000,270.000000,top
"C133","100n","C_0402_1005Metric",75.000000,-104.800000,270.000000,top
"C134","100n","C_0402_1005Metric",75.200000,-113.785000,270.000000,top
"C135","100n","C_0402_1005Metric",75.200000,-117.385000,270.000000,top
"C136","22p","C_0402_1005Metric",82.500000,-100.900000,270.000000,top
"C137","100u","CP_Elec_6.3x5.8",66.000000,-65.000000,0.000000,top
"C142","4.7µ","C_0603_1608Metric",84.200000,-63.100000,270.000000,top
"C143","22p","C_0402_1005Metric",88.000000,-100.985000,270.000000,top
"C147","12p","C_0402_1005Metric",76.900000,-66.985000,90.000000,top
"C151","12p","C_0402_1005Metric",71.400000,-67.415000,270.000000,top
"C156","470n","C_0402_1005Metric",84.900000,-113.800000,180.000000,top
"C164","4.7µ","C_0603_1608Metric",84.787500,-115.300000,180.000000,top
"C168","100n","C_0402_1005Metric",73.185000,-78.000000,0.000000,top
"C172","4.7µ","C_0603_1608Metric",78.000000,-70.000000,90.000000,top
"C174","10µ","C_0805_2012Metric",181.500000,-93.800000,180.000000,top
"C176","10µ","C_0805_2012Metric",176.312500,-74.500000,180.000000,top
"C177","10µ","C_0805_2012Metric",164.700000,-92.400000,180.000000,top
"C178","10µ","C_0805_2012Metric",181.437500,-90.500000,180.000000,top
"C179","100n","C_0402_1005Metric",181.500000,-88.415000,270.000000,top
"C180","10µ","C_0805_2012Metric",175.000000,-60.000000,90.000000,top
"C181","100n","C_0402_1005Metric",189.000000,-92.000000,0.000000,top
"C182","10µ","C_0805_2012Metric",192.250000,-91.000000,270.000000,top
"C183","4.7µ","C_0603_1608Metric",175.187500,-88.600000,0.000000,top
"C184","4.7µ","C_0603_1608Metric",171.500000,-71.400000,0.000000,top
"C221","4.7µ","C_0603_1608Metric",146.500000,-35.000000,180.000000,top
"C223","4.7µ","C_0603_1608Metric",146.500000,-37.000000,180.000000,top
"C251","470n","C_0402_1005Metric",93.685000,-76.800000,180.000000,top
"C253","100n","C_0402_1005Metric",82.200000,-71.300000,180.000000,top
"C256","47µ","C_1210_3225Metric",191.000000,-104.500000,270.000000,top
"C258","470n","C_0402_1005Metric",145.515000,-49.000000,0.000000,top
"C259","470n","C_0402_1005Metric",158.900000,-104.300000,0.000000,top
"D2","GREEN","LED_0805_2012Metric",188.562500,-118.000000,0.000000,top
"D3","MBR15U60","TO-277B",217.150000,-107.030000,90.000000,top
"D4","GREEN","LED_0805_2012Metric",195.000000,-118.000000,0.000000,top
"D5","GREEN","LED_0805_2012Metric",142.062500,-118.000000,0.000000,top
"D6","GREEN","LED_0805_2012Metric",156.000000,-118.000000,0.000000,top
"D7","GREEN","LED_0805_2012Metric",149.062500,-118.000000,0.000000,top
"D8","GREEN","LED_0805_2012Metric",182.062500,-118.000000,0.000000,top
"D9","GREEN","LED_0805_2012Metric",175.562500,-118.000000,0.000000,top
"D10","GREEN","LED_0805_2012Metric",162.437500,-118.000000,0.000000,top
"D11","GREEN","LED_0805_2012Metric",169.000000,-118.000000,0.000000,top
"D12","GREEN","LED_0805_2012Metric",52.862500,-42.200000,0.000000,top
"D13","GREEN","LED_0805_2012Metric",89.500000,-118.100000,0.000000,top
"D26","GREEN","LED_0805_2012Metric",68.250000,-40.300000,0.000000,top
"D27","RED","LED_0805_2012Metric",75.000000,-40.250000,0.000000,top
"FB2","200R@100MHz","L_0603_1608Metric",148.400000,-101.762500,270.000000,top
"FB3","100R","L_0603_1608Metric",145.537500,-50.500000,180.000000,top
"J2","USB_C_Receptacle","USB_C_Receptacle_Amphenol_12401610E4-2A",44.600000,-51.800000,270.000000,top
"L1","800nH/XAL5030","L_Coilcraft_XAL5030",189.500000,-99.000000,270.000000,top
"L3","470n/IHLP1212","L_Vishay_IHLP-1212",193.500000,-73.000000,180.000000,top
"L4","470n/IHLP1212","L_Vishay_IHLP-1212",207.500000,-84.500000,180.000000,top
"L5","470n/IHLP1212","L_Vishay_IHLP-1212",193.500000,-84.500000,180.000000,top
"L6","470n/IHLP1212","L_Vishay_IHLP-1212",207.500000,-73.000000,180.000000,top
"L7","100R@100MHz","L_0603_1608Metric",140.412500,-86.600000,180.000000,top
"L8","100R@100MHz","L_0603_1608Metric",140.400000,-91.400000,180.000000,top
"L9","100R@100MHz","L_0603_1608Metric",140.400000,-89.800000,180.000000,top
"L10","100R@100MHz","L_0603_1608Metric",140.400000,-88.200000,180.000000,top
"L11","100R@100MHz","L_0603_1608Metric",138.250000,-47.750000,180.000000,top
"Q1","BSH111BKR","SOT-23",187.000000,-114.000000,270.000000,top
"Q2","BC850","SOT-23",141.000000,-114.000000,270.000000,top
"Q3","BSH111BKR","SOT-23",154.500000,-114.000000,270.000000,top
"Q4","BC850","SOT-23",148.000000,-114.000000,270.000000,top
"Q5","BSH111BKR","SOT-23",180.500000,-114.000000,270.000000,top
"Q6","BSH111BKR","SOT-23",174.000000,-114.000000,270.000000,top
"Q7","BSH111BKR","SOT-23",161.050000,-114.000000,270.000000,top
"Q8","BSH111BKR","SOT-23",167.500000,-114.000000,270.000000,top
"Q9","BSH111BKR","SOT-23",62.800000,-40.300000,0.000000,top
"R2","1.5k","R_0402_1005Metric",191.000000,-117.000000,270.000000,top
"R3","4.7k","R_0402_1005Metric",197.500000,-117.000000,270.000000,top
"R4","10","R_0402_1005Metric",203.500000,-102.000000,180.000000,top
"R5","47k","R_0402_1005Metric",203.500000,-105.000000,180.000000,top
"R6","10k","R_0402_1005Metric",141.015000,-111.500000,0.000000,top
"R7","1k","R_0402_1005Metric",139.500000,-116.985000,270.000000,top
"R8","10k","R_0402_1005Metric",190.985000,-108.500000,0.000000,top
"R9","4.7k","R_0402_1005Metric",186.000000,-107.500000,180.000000,top
"R10","10k","R_0402_1005Metric",188.000000,-103.500000,270.000000,top
"R11","10k","R_0402_1005Metric",188.000000,-106.000000,270.000000,top
"R12","54.9k","R_0402_1005Metric",223.500000,-92.500000,0.000000,top
"R13","10k","R_0402_1005Metric",223.500000,-91.000000,180.000000,top
"R14","470k","R_0402_1005Metric",186.500000,-106.000000,270.000000,top
